"Gas Day Start";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Working gas volume (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)"
"2021-07-12";"575.427";"51.45";"0.29";"3545.45";"298.2";"1118.4914";"11460.06";"19195.38"
"2021-07-11";"572.1738";"51.16";"0.42";"4778.25";"135.1";"1118.4987";"11460.45";"19253.41"
"2021-07-10";"567.5261";"50.74";"0.41";"4663.93";"122.5";"1118.4987";"11460.76";"19252.59"
"2021-07-09";"562.9844";"50.33";"0.29";"3802.49";"533.5";"1118.4987";"11460.6";"19229.45"
"2021-07-08";"559.7469";"50.04";"0.22";"3296.17";"797.5";"1118.4987";"11460.38";"19172.86"
"2021-07-07";"557.252";"49.82";"0.23";"3336.62";"758.1";"1118.4987";"11459.9";"19104.76"
"2021-07-06";"554.7247";"49.6";"0.27";"3694.25";"686.3";"1118.4987";"11460.15";"19254.19"
"2021-07-05";"551.7194";"49.33";"0.36";"4237.97";"188.5";"1118.4987";"11507.06";"19253.92"
"2021-07-04";"547.5832";"48.96";"0.44";"5035.04";"111.6";"1118.4948";"11507.15";"19253.23"
"2021-07-03";"542.661";"48.52";"0.42";"4853.91";"166.3";"1118.4948";"11507.3";"19252.82"
"2021-07-02";"537.9862";"48.1";"0.26";"3240.25";"347.1";"1118.4948";"11507.26";"19252.94"
"2021-07-01";"535.0999";"47.84";"0.26";"3209.12";"333.9";"1118.4948";"11507.2";"19253.11"
"2021-06-30";"531.8101";"47.55";"0.32";"3769.62";"220.6";"1118.3456";"11507.2";"19253.08"
"2021-06-29";"528.7683";"47.28";"0.28";"3320.43";"144.5";"1118.3456";"11507.26";"19252.93"
"2021-06-28";"525.5985";"47";"0.3";"3422.68";"110.6";"1118.3456";"11507.36";"19252.68"
"2021-06-27";"522.2843";"46.7";"0.39";"4598.53";"182.4";"1118.3583";"11507.86";"19252.81"
"2021-06-26";"517.8818";"46.31";"0.37";"4375.28";"265.6";"1118.3583";"11508.13";"19252.09"
"2021-06-25";"513.7864";"45.94";"0.26";"3053.73";"189.1";"1118.3583";"11508.18";"19251.96"
"2021-06-24";"510.9247";"45.69";"0.21";"2677.48";"276.1";"1118.3583";"11508.18";"19251.95"
"2021-06-23";"508.5268";"45.47";"0.2";"2646.32";"409.7";"1118.3583";"11508.16";"19252"
"2021-06-22";"506.3101";"45.27";"0.2";"2796.43";"554.9";"1118.3583";"11508.13";"19179.17"
"2021-06-21";"504.117";"45.08";"0.3";"3532.8";"225.4";"1118.3583";"11508.04";"19252.31"
